Gene ID,RE:SN12C,RE:A498,RE:CAKI-1,RE:ACHN,RE:UO-31,RE:786-0,RE:RXF-393,RE:TK-10,ME:M14,ME:UACC-257,ME:SK-MEL-28,ME:UACC-62,ME:LOXIMVI,ME:SK-MEL-2,ME:MALME-3M,ME:SK-MEL-5,LC:NCI-H522,LC:NCI-H23,PR:DU-145,CO:HT29,CO:SW-620,CO:HCT-15,CO:COLO205,CO:KM12,CO:HCC-2998,BR:T-47D,BR:MCF7,LC:NCI-H322M,CO:HCT-116,LE:SR,LE:RPMI-8226,LE:K-562,LE:HL-60,LE:MOLT-4,LE:CCRF-CEM,OV:IGROV1,OV:OVCAR-4,OV:OVCAR-3,PR:PC-3,OV:OVCAR-5,OV:SK-OV-3,BR:MDA-N,BR:MDA-MB-435,BR:MCF7/ADF-RES,OV:OVCAR-8,LC:NCI-H226,LC:HOP-62,CNS:U251,CNS:SNB-19,BR:BT-549,CNS:SF-268,CNS:SF-539,BR:HS578T,CNS:SNB-75,CNS:SF-295,LC:EKVX,LC:A549/ATCC,LC:NCI-H460,BR:MDA-MB-231/ATCC,LC:HOP-92
GENE1141X,0.1868,0.5823,0.7391,0.1028,-0.03937,-0.3309,3.059,0.3591,0.1206,-1.381,-0.8774,-0.4159,0.01062,-0.1984,-0.1872,0.1587,-0.3485,0.05906,0.42,3.289,0.224,-0.8709,0.8611,-0.3272,-0.01031,-0.0807,-0.1877,-0.1409,-0.3703,1.224,0.8923,-0.4416,0.06031,0.4094,0.3916,0.1038,0.4846,0.01906,0.2394,0.06937,-0.4359,-0.1797,-0.5309,-0.4269,-0.4288,-0.2609,-0.5587,1.519,-0.7533,2.051,-0.8909,3.138,-0.5084,0.394,-1.141,-1.261,-0.7491,2.741,-1.273,0.4291
GENE1142X,,-1.038,-0.7313,-0.4976,,-0.06133,-0.4513,0.05867,0.5702,-0.001328,0.002187,-0.8763,-2.01,1.201,-1.498,-0.001641,0.9311,-0.03133,0.2296,,1.014,-0.07133,-0.6293,0.03242,-0.0407,0.3789,0.142,0.2487,0.7393,0.08367,0.08195,0.158,-0.1801,0.589,0.3512,0.5934,0.7642,1.179,-0.06102,1.049,,-1.16,,-0.07727,0.4508,-0.8213,0.7909,-1.241,-0.6037,-0.6595,-1.141,-1.032,,0.3136,,-1.221,-0.4995,,0.8568,0.9987
GENE1143X,,0.08047,-0.09281,-0.7291,-0.5913,-0.1828,0.007187,0.3472,-1.261,1.027,-0.8193,-0.6278,-1.571,1.52,-3.259,-0.3331,0.08963,0.01719,-0.5119,0.2272,0.7821,0.3172,-0.4408,-0.3591,-0.3122,0.5574,0.0004687,-0.1628,0.05781,1.672,-0.1095,-0.9634,0.07844,0.1375,,0.572,0.002695,0.1672,-0.6025,0.9975,,-4.002,,-0.07875,-0.04066,0.1372,0.1394,0.3872,0.04484,0.4391,-0.8128,-1.164,,1.702,,-2.123,-0.211,-1.471,5.545,
GENE1144X,2.944,-0.5602,3.287,-0.8197,,1.487,0.4266,,-0.2819,3.247,-0.9299,-1.808,-3.102,,2.88,,-1.571,1.167,0.1175,0.5666,-2.178,1.347,-0.1714,0.09031,0.6272,0.3568,,-0.04344,-0.4928,,0.7398,-2.164,-0.2222,-1.893,-1.671,1.621,-0.2179,0.5466,-4.493,1.857,,-0.2122,3.827,0.3506,1.479,2.547,-1.981,-1.273,0.04422,-1.122,-2.853,-1.694,0.7891,0.3215,-0.4832,,-1.122,1.098,,
GENE1145X,0.7906,0.07609,-0.1072,-0.03344,-0.1956,-0.8872,-0.6172,0.5328,0.5943,1.143,0.3763,1.208,-0.03563,0.1453,0.4266,1.402,0.3253,0.06281,0.8237,-1.247,-1.542,-0.3672,-1.155,-1.483,-0.3366,1.093,0.9261,-0.5772,-0.07656,-0.3622,0.3761,-0.5978,-1.206,-1.107,-1.195,0.3776,0.3883,-0.9672,-0.05688,0.2231,-0.3922,0.7941,0.7728,-0.01313,-0.725,0.3228,-0.025,0.01281,-0.04953,-0.1353,0.5928,0.09191,0.5153,0.4778,-0.177,0.1128,-0.2454,-0.1256,0.2709,0.8728
GENE1146X,0.3151,1.211,-0.6327,0.6611,0.2889,0.5373,-0.3227,0.2873,-1.741,1.887,0.0008594,-1.238,-0.08109,-1.48,-0.2789,1.567,1.1,0.8573,-0.4817,-0.5627,-0.3177,-0.4727,-1.271,-0.3989,-1.382,-2.052,0.4306,-0.2927,0.548,-2.768,-1.169,-0.05328,-1.301,-1.402,-0.9802,0.3621,0.5529,-0.5127,-0.2523,0.7877,0.08234,-0.9014,-0.7127,0.7814,0.4195,0.9073,-0.8405,0.9273,0.705,0.3192,0.08734,0.5364,1.58,0.8523,-0.4624,0.04734,0.1291,,0.5555,-1.583
GENE1147X,0.5066,0.3721,0.1188,0.7525,0.6204,0.5688,0.1088,-0.1312,0.6103,0.5088,1.282,-0.5462,-0.6796,0.7913,0.2725,1.088,-0.4088,-0.9512,0.8897,-1.341,0.02373,-1.171,-0.8992,-0.9275,-1.251,-0.381,-0.8979,-1.021,-1.111,-0.6662,-1.028,-0.8118,-1.65,-1.321,-0.9487,0.01355,1.074,0.1788,-0.8209,0.5191,0.5738,0.13,0.7488,-0.3771,0.3209,0.8988,-0.009023,-0.9112,-0.7336,0.2607,-0.1412,0.9879,0.6213,0.3837,0.009023,-0.7012,-1.089,-1.37,0.6569,-0.4312
GENE1148X,-0.621,-0.3355,0.4213,0.045,0.2028,-0.3887,-0.4988,0.1712,1.763,0.1913,0.6748,2.516,0.02281,0.07375,-0.705,0.2109,-0.4363,-0.6187,-0.1178,0.5113,-0.2238,-0.1087,-0.4968,-0.415,-0.4881,0.3015,0.6045,-0.2288,-0.5781,0.1763,-0.2755,0.000625,-0.2075,-0.1684,-0.6963,0.686,-0.4332,0.3313,-0.3984,0.6116,2.106,4.313,3.911,0.1853,0.0634,0.6213,-0.1566,-1.769,0.1589,0.3531,0.05125,-0.8696,-0.8563,0.04619,-1.319,-1.859,0.01305,,-0.9906,-2.239
GENE1149X,,0.06266,-0.09062,-0.2569,-0.4291,0.2794,0.3594,-0.1506,4.941,1.759,2.523,5.104,-1.829,1.782,0.6731,2.489,-0.5082,-0.3506,-0.06969,0.9094,-0.9957,-1.111,-1.059,0.7731,-0.22,0.5296,-0.1373,-0.7606,-0.45,1.004,0.3227,0.7788,-1.269,-1.43,-2.138,0.3141,0.2849,0.3594,-0.3003,-0.0003125,2.284,7.891,7.199,-0.01656,0.5115,0.1494,-0.2184,-0.9506,-1.483,-1.459,0.1194,-2.982,,0.004316,3.64,,-0.7588,0.03094,-1.692,-1.171
GENE114X,-0.704,2.221,2.548,1.872,1.08,0.5682,0.7182,1.048,-0.7703,-1.152,-0.01828,-0.1368,-0.6702,-0.5693,-0.318,-0.9021,0.02064,-0.9918,-0.2309,-1.152,1.453,-0.5218,2.47,-0.718,1.809,-0.5416,-0.4285,0.2982,-0.04117,-2.227,-0.7985,-0.5024,-0.4505,-0.5015,0.5907,0.963,0.9637,1.088,-1.071,0.3885,0.6532,-0.9405,-1.072,0.5523,0.8004,0.9682,0.3204,1.298,-0.08414,0.09008,0.7382,1.427,-0.1993,-0.9469,-0.4416,1.068,1.27,0.4798,-0.5937,1.598
GENE1150X,,,-0.4372,0.006563,-0.4356,-0.08719,0.7528,0.7128,-1.116,-0.04719,1.716,-1.332,-0.6756,-1.005,-0.1934,0.1425,2.715,-0.8572,-0.4063,0.4628,-0.3822,0.1028,1.975,-1.263,0.7734,0.343,1.296,-0.03719,-0.6466,-0.07219,1.106,0.05219,-1.186,-0.3069,0.05531,0.8376,-1.332,-0.4872,-0.1169,-0.006875,0.9578,0.1041,0.3228,-0.3231,2.805,-0.02719,,1.913,1.2,5.765,0.6028,-1.958,0.3253,,1.933,-1.907,,,0.4909,-2.017
GENE1151X,3.725,-1.85,0.5972,-1.359,,-2.133,0.5372,0.6372,1.589,-0.6728,0.8207,-0.6778,-0.3513,0.7097,-1.649,-1.063,,2.997,0.2581,-2.583,0.1621,-0.2728,-0.05082,-0.4391,0.01781,0.7774,,-0.07281,0.4878,-0.01781,-2.37,0.3666,0.5584,0.0975,-0.03031,0.782,-0.5373,-0.3928,-0.3525,0.1475,,0.6384,,0.3912,1.539,0.4972,-1.091,,0.06484,0.3391,0.7072,-0.5137,-1.89,-1.608,,,-2.931,,,-0.5028
GENE1152X,,1.753,,-3.317,-0.3891,-0.2706,-0.9706,1.519,-1.089,-0.7306,-0.6071,-1.346,0.1409,0.1519,-0.2569,-4.081,-0.6482,2.379,-0.5197,0.06938,-1.236,3.129,2.191,0.1631,2.06,0.1696,0.7327,0.9494,,0.8444,0.07266,-0.8312,0.6906,-1.87,0.9519,1.104,-0.1051,,-0.0003125,0.009688,-0.7356,,-3.781,2.113,1.022,-0.5506,-0.3984,,-1.603,,,-1.732,,1.054,0.3496,,0.6812,-2.369,-0.5525,
GENE1153X,-0.4143,-1.409,-1.682,-0.4583,-0.2605,-0.3821,-1.252,-0.8521,0.6195,-0.09207,-0.8686,-0.7971,-0.1605,0.03043,0.6417,0.06762,1.72,0.00793,0.3689,-0.4821,-0.007129,-0.2721,0.1499,-0.1583,-0.7414,0.7082,0.9112,-1.752,0.1786,0.2429,0.2912,1.307,-0.3308,1.128,-0.08957,-1.117,-0.1866,0.7879,0.08824,-0.04176,-0.3171,0.5592,0.9479,-0.248,-0.1099,0.4379,0.2901,0.02793,0.4456,0.4598,-0.2121,0.827,0.7004,0.4929,0.6082,-0.8221,-0.5103,-0.2005,0.9761,0.6379
GENE1154X,,3.571,,-0.5287,-2.731,-0.5625,-1.373,-1.423,1.609,2.418,0.251,3.743,0.2491,3.68,-3.209,1.657,,-2.192,0.03844,0.0675,-3.488,0.3475,-2.041,-0.03875,1.528,0.6077,,-4.263,-1.332,4.253,-1.099,0.2869,0.9288,-2.032,-0.91,-0.5377,,-0.4125,0.1378,-0.5522,0.8925,,,0.1516,-1.09,1.147,-0.7803,2.838,2.895,,-2.552,-1.373,,1.742,-1.142,,-3.231,0.6991,4.286,-0.3825
GENE1155X,-2.452,0.6733,0.13,0.9638,0.7316,0.88,0.61,0.91,2.862,2.12,2.414,2.765,-1.768,1.513,1.904,2.08,0.8024,0.05,0.8309,-3.38,1.055,0.89,-1.088,-0.1063,-1.549,-0.1298,0.2933,0.34,0.8706,-0.115,-1.887,-0.4806,0.1313,0.3803,0.6025,-0.4652,-0.6645,-0.89,-1.02,-0.1397,-0.055,2.431,2.46,-0.4059,-0.2779,0.97,-0.07781,2.13,0.8177,-1.728,-1.65,-0.8509,-2.517,-1.765,-0.8798,-0.05,-0.5182,-0.2184,-1.722,-2.51
GENE1156X,,0.7169,0.2236,1.477,0.7452,0.9936,0.5336,0.4136,3.905,2.284,2.727,2.949,-3.975,1.346,1.997,2.413,0.986,-0.4264,0.8045,-5.596,0.5685,0.6836,-1.634,-0.6727,-2.276,-0.6362,-0.03312,0.03359,0.8542,-0.7614,-2.623,-0.777,0.2648,0.3539,0.4661,-0.8416,-0.6409,-0.7864,-1.396,-0.1861,-0.3414,2.575,2.474,-0.5423,-0.9043,0.8336,-0.6342,1.824,0.7612,-5.565,-4.426,-1.567,-6.794,-3.461,-1.276,-0.2564,-0.3846,0.1052,,-5.316
GENE1157X,,0.2214,-0.7419,0.2119,-0.1903,-0.02187,0.8081,-0.03188,1.4,0.8681,1.772,1.503,-0.7403,0.9206,0.6519,1.328,-0.1694,0.3081,-0.0009375,-1.242,1.013,-0.3319,-0.4599,-0.5181,-0.6812,-0.2916,0.1114,0.3181,0.1188,-1.267,0.1914,-0.3625,0.07938,0.4484,0.5806,-0.2371,-1.566,-1.502,-0.7516,-0.2116,0.1931,2.279,2.438,-0.5278,0.0002734,0.6481,0.03031,1.788,-0.1542,-0.26,0.8281,-1.163,-0.9294,0.5031,-1.272,-1.952,-0.6301,2.03,,-1.102
GENE1158X,0.6,0.4655,3.182,1.036,,0.1522,0.6222,,1.744,0.7522,1.136,0.06719,2.024,0.2647,1.666,-0.2881,-0.07537,-0.2078,0.3831,,0.6371,-1.698,1.604,-1.694,-0.1672,-1.388,-3.125,-2.328,-0.06719,-2.523,-0.3245,-0.5984,-1.717,-2.207,-2.285,-1.233,-2.352,-1.928,-0.7675,0.9425,-0.8828,0.8934,0.7522,-0.3838,-0.1357,2.302,0.1744,0.6022,-0.07016,0.8541,1.002,1.731,,2.417,0.9624,-0.8378,-0.656,-3.666,-0.6797,1.372
GENE1159X,0.7175,-2.287,-1.01,-0.04656,-2.469,-0.2003,0.1897,-1.87,-1.099,-2.13,-0.1768,-1.625,-0.5888,0.7222,-1.357,-0.2506,1.922,1.52,-0.3394,-0.5203,-0.3754,0.5497,0.1617,0.1034,-0.3797,0.8699,0.793,0.6197,0.3003,-0.6053,0.953,0.8691,-0.5791,-1.04,3.472,0.6245,,-0.1703,-2.1,-0.49,0.5247,-0.4391,-0.8803,-1.276,-1.318,1.42,-0.2481,,0.04734,0.1816,1.4,3.009,0.5222,-1.195,3.29,0.4697,1.291,0.3713,1.798,0.6897
GENE115X,4.88,,1.493,-4.444,-0.2559,0.2126,0.7126,0.1226,,-1.007,0.03609,-1.802,0.2941,-2.475,0.1163,-0.6877,-0.415,0.4726,0.3535,0.7426,-0.3825,-0.9274,-0.9354,-0.1537,0.1932,1.113,,,1.343,0.9176,,,,-0.1971,1.505,1.897,,,,-0.1771,,-1.486,-1.467,0.1866,0.6447,,-0.03523,-0.5974,,-0.8855,-0.4074,,,,2.293,-5.137,0.2044,-0.7659,,
GENE1160X,,-0.2122,-0.2955,-0.9017,,0.3545,-0.06547,-0.2755,0.04605,0.3545,0.738,-1.02,0.2961,-0.07297,0.6983,4.564,-1.463,0.7045,0.4355,,-0.5105,-0.04547,-0.3735,-0.4717,-0.1948,0.3848,1.178,-0.3755,0.6552,1.01,0.1178,-0.8361,-0.6242,-0.7152,-0.07297,0.1693,-0.56,0.1245,0.2548,0.3448,,0.2758,,-0.4014,0.4967,0.3645,0.7767,-0.3955,0.3022,-0.1036,-0.1355,-1.286,2.007,0.5395,1.435,-1.605,0.6463,-0.6639,-0.2273,
GENE1161X,2.267,-2.738,1.819,1.082,0.3603,-1.701,-1.911,-0.5813,0.7103,0.01875,-1.668,-1.576,-1.51,0.00125,1.822,2.358,2.341,1.479,-0.0003125,-1.471,0.6737,-1.391,-1.749,-0.7375,-0.9706,-1.571,-1.348,-1.011,-2.021,1.854,-0.858,,-0.87,2.689,2.271,-1.246,0.9043,0.5188,-0.7909,-1.101,-1.696,0.47,1.509,1.013,0.4609,-2.501,,2.229,2.856,-1.649,1.249,1.558,1.561,-0.4463,2.739,-1.511,-1.059,,-0.7931,1.809
GENE1162X,,2.817,-0.6163,-0.1626,-0.9948,0.003672,-0.6563,2.334,-1.145,0.4537,-0.002813,-0.6113,0.09523,-0.02383,-5.423,-1.797,-1.224,3.134,0.1046,4.964,3.419,3.144,2.876,3.527,4.134,-0.5961,-1.453,-0.5963,4.194,-7.171,0.497,3.313,3.515,-0.316,0.07617,6.018,5.319,6.144,-0.266,5.434,5.349,-1.355,,5.798,2.446,-1.876,-0.8041,0.4737,-1.189,-0.9545,-0.04633,-2.687,-2.364,-1.011,-4.256,-2.566,1.135,7.095,,
GENE1163X,0.1851,-0.7594,-0.9027,-0.5589,-0.8711,-0.1927,-0.02266,-0.9027,0.2789,0.8073,0.0008594,0.7723,-0.4311,-0.7702,-0.07891,0.887,-0.7902,1.217,0.3283,-0.2927,1.062,0.2073,1.179,0.5111,0.248,-0.3624,0.4306,-1.103,0.578,0.002344,-0.2194,-1.203,-0.8914,0.8777,0.5898,-0.1479,-0.4071,0.2573,0.3077,-0.4523,1.272,0.9186,-0.3827,0.1614,-0.9105,-1.683,,0.2973,0.745,0.6792,-0.7727,-1.014,0.4098,-0.1177,0.6676,0.9273,0.4391,-0.07109,-0.8645,-0.9227
GENE1164X,-3.876,0.05922,0.02594,0.1897,-0.0125,-1.894,-1.414,-0.08406,-0.05254,-2.044,-0.9905,-2.919,-0.7125,-0.5416,-0.9603,-1.924,2.028,-0.5741,0.4369,3.046,2.831,1.896,2.558,3.09,1.567,1.426,1.429,0.8959,1.557,-0.5591,-0.2608,-0.5847,-1.693,1.426,0.1984,0.9507,1.051,1.696,2.166,1.096,0.7609,-0.1628,-0.2441,0.35,0.6481,-0.2741,1.018,0.05594,-0.3964,-2.422,-2.344,-1.405,-1.092,-2.999,-2.544,-0.01406,-0.1923,0.8475,0.01406,0.3759
GENE1165X,0.5978,-0.9167,-0.42,1.304,-0.3084,0.06,-0.12,-4.37,-0.7085,-1.72,-0.3965,-3.315,-2.418,1.402,1.164,-1.36,0.8524,0.65,0.9009,-3.87,-0.1251,1.33,-3.338,-0.9963,-0.1594,1.22,0.8233,1.1,0.1506,,-1.127,-3.131,-0.7588,-3.07,-3.488,0.8148,-0.4245,0.12,-0.2297,-0.07969,2.395,-5.709,,-2.246,-2.118,2.43,0.9522,1.12,0.8277,0.6719,-0.06,0.4591,1.142,0.7449,1.12,1.15,2.122,0.9816,1.098,-0.98
GENE1166X,1.22,-2.615,1.112,-0.1141,0.2037,-0.5478,-1.018,0.2522,-1.066,0.4622,-0.4643,-0.01281,0.5737,-0.3653,-4.584,1.662,-0.8154,-0.5978,-0.01688,-1.798,-1.033,-1.058,0.2542,-0.1641,0.01281,0.2624,1.305,0.6922,0.4428,-1.613,4.105,-0.6684,1.123,-0.2875,0.7847,,0.7877,2.852,0.7325,-1.348,1.207,-1.497,-2.008,0.2062,0.3543,-1.078,-0.6756,1.692,0.5598,-1.796,1.222,,-1.305,-2.943,-0.7476,,0.414,,0.4003,0.7922
GENE1167X,-1.295,0.1902,-0.6231,-0.4193,0.2385,-0.6631,0.04691,0.08691,0.4184,-0.1331,-0.7496,-1.158,0.8585,-0.1306,0.4907,0.5166,1.129,-1.523,-0.5421,-1.753,0.6219,1.047,-2.131,0.1907,-0.7625,0.03715,-1.82,-0.3931,-0.2125,-1.178,-1.03,-2.044,-0.9818,2.697,1.889,0.1117,-0.03758,0.4269,0.03723,0.2372,0.3819,-1.102,-0.8131,0.141,0.4491,-0.8931,0.8091,-0.4031,0.1946,0.8188,0.3769,0.796,,1.802,-3.063,,-0.6713,-0.2415,-0.435,0.5369
GENE1168X,,-1.327,-2.14,-2.346,-3.048,0,0.84,-1.22,0.2515,1.25,0.05352,-0.105,-0.7784,0.3325,2.104,2.31,0.2824,-3.04,-1.649,-0.73,-0.4951,-1.47,1.402,0.08375,-1.399,-0.2998,-3.237,0.27,,-2.695,-1.377,-2.701,-0.2088,-0.8997,-0.1575,1.805,2.686,0.82,0.1503,-1.34,-2.805,0.9212,1.19,1.254,0.7321,0.83,-1.938,3.16,1.828,-0.8581,0.75,0.0291,2.152,-0.4951,-2.02,-0.14,0.9018,0.4416,1.028,
GENE1169X,2.999,-0.3955,0.2313,-1.095,-0.07719,-0.6887,-0.4788,-0.6187,0.7428,-0.8287,-0.5552,-0.06375,-0.2272,-1.716,-0.295,0.0009375,0.07369,0.5613,0.3522,-0.1487,0.2362,0.4313,0.2232,-0.245,-0.03812,0.2815,-1.325,-0.3688,-0.7481,-0.08375,0.4045,-0.3794,-0.7975,0.09156,-1.396,2.526,-0.1732,1.101,1.582,2.292,0.8363,-3.007,,1.905,3.253,0.5413,0.1934,0.4313,0.3489,0.8831,-0.4087,0.04035,0.8738,0.3362,-2.069,-0.1988,0.03305,1.823,-1.861,-2.889
GENE116X,,0.2733,0.89,-0.4462,-2.748,0.11,-5.73E-10,0.19,-0.7385,-2.02,-4.776,-0.275,0.3516,-0.5575,-2.066,,,-1.04,0.1609,1.74,-1.365,,1.392,0.1038,-0.009375,-0.2198,5.783,,-2.119,,-0.1867,-1.131,0.6513,-2.46,0.4225,2.945,-1.194,0.14,0.3903,0.0003125,0.385,-2.059,,-0.2859,0.04215,-0.22,-4.588,,0.6177,0.04188,,-0.2509,2.833,-0.3051,3.53,,3.012,4.532,-0.5619,
GENE1170X,,3.443,7.86,2.504,5.052,5.15,4.7,1.03,0.1815,0,-2.126,-1.075,0.5516,-0.8575,-0.5163,-2.63,-1.038,-0.61,0.09094,,0.03494,-1.88,-0.198,-0.4363,1.031,-0.6298,,-3.22,-0.4794,-0.945,0.2333,0.7094,1.061,-0.4797,-0.7075,0.5548,0.6755,-1.85,1.01,0.4403,-2.135,-2.599,,-1.546,-1.598,-1.79,5.682,,1.418,-3.298,,2.159,-0.5475,7.195,1.05,,-2.558,,,7.88
GENE1171X,-0.04488,1.811,-0.7027,-0.1389,-0.2411,0.01734,-0.2927,0.4073,0.7589,-0.1927,0.0008594,0.1923,-0.03109,-0.3102,-0.2489,0.567,0.7698,-0.5527,0.06828,0.5373,-0.3477,-0.3427,-0.3407,-0.3889,1.108,1.058,1.301,1.467,0.588,-1.068,0.5306,0.9267,-0.6814,-1.032,0.9198,-0.4179,0.5129,-1.653,-0.09234,0.4277,-0.6777,,-1.173,-0.6586,-0.08051,-0.02266,-0.2405,0.1473,0.235,-1.641,-0.8327,0.1464,0.2198,0.2223,0.4776,0.6573,1.339,1.329,-0.3645,0.2273
GENE1172X,-1.907,,,-0.4606,,0.2456,0.005625,1.866,,-4.624,-0.2909,-0.03937,0.5172,4.698,0.5494,0.5553,,2.156,-0.7634,-0.8644,0.06057,1.006,-0.8224,0.3194,2.336,-0.06414,1.629,-0.08438,,-2.779,0.6589,-0.255,-0.2831,-0.3641,,0.3604,-2.449,0.2556,-1.104,0.1359,,-0.1431,0.05563,-0.0003125,-0.1422,1.716,1.748,,-0.6867,-1.053,2.916,-1.085,-1.542,,0.9859,0.7956,-1.043,,2.244,-3.304
GENE1173X,,0.9195,-0.03375,0,0.4878,-0.4037,-0.8238,-0.02375,-0.2722,0.4163,-1.63,-1.239,-0.1922,-0.7213,0.54,-0.2241,0.4087,0.5163,0.8672,0.6963,0.6112,0.2263,0.1582,-0.42,0.08687,0.2565,-0.01047,-0.7838,-0.003125,2.081,0.06953,-0.3944,0.2975,-0.4534,0.7487,-0.749,0.4818,0.8463,-0.03344,1.697,1.591,0.0575,-1.394,0.03031,0.5584,-0.2938,1.118,,-0.7161,0.2381,-2.054,-0.5546,-1.951,-0.3488,-1.954,,-0.792,1.798,-1.856,2.806
GENE1174X,,0.7367,4.273,0.6472,,2.753,1.653,0.05344,-0.465,0.7134,-0.683,-1.022,-0.085,0.1959,4.487,-1.967,,0.4434,-0.1856,7.563,-1.152,-1.267,-1.885,0.6172,-1.726,-1.766,0.7167,-0.2566,-0.2259,,1.647,0.5428,0.4347,-3.566,-0.4141,-1.472,-2.951,1.143,0.5638,-2.036,,-3.475,,-1.612,,,3.046,,0.3111,-0.05469,-0.6466,0.1925,,3.618,0.4837,,,,-2.758,
GENE1175X,,3.963,6.889,2.823,5.281,5.529,5.079,1.569,-0.8591,1.269,-1.947,-0.3856,1.711,-0.2581,0.7731,-2.191,-1.158,-2.651,0.06031,,-2.206,-1.691,0.3814,-0.1969,0.76,-1.44,-2.667,-0.6806,-0.45,-1.016,0.8527,0.9488,1.871,-0.2603,-0.2281,0.02414,2.515,-1.281,2.34,-0.0003125,0.3644,-3.409,,-0.9166,-0.6585,-1.131,5.922,0.4094,1.807,-0.4687,,2.748,-1.688,7.794,0.2096,-0.9406,-1.299,,-5.062,8.179
GENE1176X,,2.388,0.6345,0.4383,,1.075,1.585,-1.155,1.146,0.9445,-2.952,-0.7605,-0.1839,0.967,1.068,1.454,,,0.7355,-0.1255,-0.1505,-0.6555,0.6565,0.1383,0.2752,,-0.8522,0.6245,0.3152,,,-1.266,0.1258,2.795,1.307,2.379,-0.22,-0.5355,-0.1652,1.295,,-3.404,,-0.7414,-0.8533,-1.555,,,0.8022,,1.075,-5.316,-0.473,-1.071,-2.795,,-1.464,-0.2339,-0.5973,
GENE1177X,-0.9422,1.303,0.07,0.2137,0.09156,0.05,-0.68,-0.2,-0.4585,-0.01,-0.4765,-0.055,-0.6484,-0.0675,-1.856,0.3097,0.01244,0.48,0.4509,-0.81,1.145,0.01,-1.888,-1.526,-0.03938,-1.1,-1.707,0.42,-0.04938,-0.095,-0.07672,0.02937,0.6712,0.4203,0.2725,-0.1952,-1.334,0.02,0.1803,0.1203,0.355,-0.3488,-0.59,0.6141,0.2721,1.25,-0.5378,0.14,-0.1423,-0.2181,-0.92,-0.4709,-1.288,0.04494,0.3202,-0.76,0.5218,0.9116,0.2381,0.45
GENE1178X,0.08168,0.2272,-0.5661,1.018,0.4055,-0.2561,-0.8061,0.003906,0.6454,1.004,0.4274,1.039,-0.1045,-0.3536,-0.1323,0.8336,0.7463,0.4439,1.175,-0.5961,-0.1412,0.1039,-0.4441,-1.182,0.1845,0.7941,0.6772,-0.1461,0.5445,0.5889,-2.463,-4.027,-2.425,-3.156,-3.304,0.06867,-1.371,-1.056,-0.07578,0.4842,-1.421,0.9152,0.5739,0.878,0.4861,0.2939,-0.003906,-1.016,-0.7484,-2.314,-0.6561,-0.557,-0.3436,-2.061,0.02414,0.9439,0.4457,0.1455,-0.588,-0.1961
GENE1179X,0.2537,-0.5708,-0.3441,-0.5504,-1.133,-0.8341,-0.6541,0.1459,0.4674,0.1059,-0.7006,-1.449,-0.5425,-0.0216,0.07965,-1.654,0.8683,0.6959,0.4168,1.186,0.7608,-0.0541,-0.1521,-0.2904,0.1165,-0.2739,-0.3808,-0.6641,0.9665,0.5709,0.3592,-0.4847,0.8371,0.1262,0.2584,-0.08934,0.02141,0.7459,-0.2238,0.5962,0.9009,-0.7029,0.0659,-0.66,0.258,0.7159,-0.1019,0.9659,0.1436,-0.5422,-1.044,-0.745,-0.6616,1.251,1.166,0.6959,-0.3023,-2.353,-0.09598,0.2459
GENE117X,,2.543,1.719,3.393,3.411,-0.9105,2.379,2.229,0.351,0.3595,1.473,0.4845,-0.609,1.132,,-1.901,,-1.851,-0.9096,,-1.146,-1.371,1.271,-0.4268,0.8601,0.07969,1.963,,-2.33,-1.046,-2.157,0.09883,0.8207,-1.17,,2.144,-0.435,1.919,-0.08023,-0.6502,2.994,2.721,1.509,-0.8065,-1.218,-1.311,-0.5684,,-1.183,-1.989,,-0.6214,,-1.636,0.3797,0.1195,,-1.909,,
GENE1180X,-2.408,-1.062,-1.625,-0.8917,1.196,0.2745,-0.2155,-0.3955,0.01605,-0.01547,1.488,0.3895,0.7261,1.887,,-0.5058,2.777,-0.2255,-1.135,,-2.501,-2.395,-1.993,-0.9817,-1.445,-0.4152,,0.7745,-1.895,,0.1978,-0.8061,0.7558,-1.875,-1.043,1.519,1.62,0.7045,0.8448,-1.445,-1.06,0.9158,0.2345,-1.141,-0.2733,0.6645,-0.1333,5.945,2.492,0.9464,-1.305,0.6536,0.127,2.199,0.6248,,-1.274,,0.8827,0.9345
GENE1181X,0.5518,0.5673,-0.2859,0.1478,0.1256,-0.2459,-0.7859,0.2441,0.2256,0.4041,-0.4424,-0.2109,0.3856,0.4866,0.4778,1.704,2.577,0.4241,0.015,-0.3659,-0.191,-0.09594,-1.474,-0.7322,-0.07531,1.234,-0.5127,-0.5959,-0.4753,1.189,-1.613,-1.337,-0.3347,-1.686,-1.363,0.2788,-0.02043,0.06406,-0.01563,0.1344,0.2491,-0.4247,-0.7359,0.6381,0.7762,0.6841,0.4963,-0.7259,-0.3783,-0.9841,-0.4559,0.1732,-0.5834,-0.501,0.3143,0.3341,0.3259,-0.3844,0.2622,0.2241
